,Officer Name,Rank,Command,Shield,Appointed Date,Total Arrests,Department Recognitions
18239,"MCMORROW, BRENDAN D",DETECTIVE 3RD GRADE,046 DET SQUAD,5652,7/11/2012,321,12
18240,"MCMORROW, ERIN M",LIEUTENANT,041 PRECINCT,,1/9/2006,129,8
18241,"MCMULLEN, DAMON N",SERGEANT,EMER SERV SQ 08,1315,1/20/2004,197,26
18242,"MCNAB, ADAM",POLICE OFFICER,120 PRECINCT,8987,10/7/2015,55,5
18243,"MCNAIR, GERALD L",POLICE OFFICER,TRANSIT BORO MAN TASK FORCE,18042,1/9/2012,356,1
18244,"MCNAIR, KENNETH",LIEUTENANT,TRANSIT DISTRICT 4,,7/11/2005,85,0
18245,"MCNALLY, GERARD V",POLICE OFFICER,107 PRECINCT,28587,2/24/2021,14,0
18246,"MCNALLY, GREGORY J",SERGEANT,POLICE ACADEMY,4890,7/1/2003,113,3
18247,"MCNALLY, WILLIAM A",POLICE OFFICER,017 PRECINCT,9591,1/10/2005,38,0
18248,"MCNAMARA, BRENDAN J",POLICE OFFICER,105 PRECINCT,1513,1/7/2015,44,0
18249,"MCNAMARA, CAITLIN E",POLICE OFFICER,115 PRECINCT,18399,7/9/2007,125,3
18250,"MCNAMARA, CILLIAN L",POLICE OFFICER,HOUSING PSA 7,9925,10/24/2018,34,1
18251,"MCNAMARA, DANIEL J",POLICE OFFICER,108 PRECINCT,2532,12/29/2020,10,0
18252,"MCNAMARA, GREGORY J",POLICE OFFICER,STRATEGIC RESP GRP 4 QUEENS,7058,7/11/2012,126,2
18253,"MCNAMARA, JOHN T",SERGEANT,MTN DET SQUAD,1808,7/10/2006,342,3
18254,"MCNAMARA, ROBERT W",SERGEANT,075 PRECINCT,5103,1/7/2008,218,1
18255,"MCNAMARA, STEPHEN R",POLICE OFFICER,105 PRECINCT,17877,1/6/2016,26,0
18256,"MCNAMEE, JAMES E",POLICE OFFICER,014 PCT-MIDTOWN SO. PCT,14305,7/13/2016,81,1
18257,"MCNAMEE, SHANNON M",POLICE OFFICER,052 PRECINCT,24696,11/2/2020,10,0
18258,"MCNEE, STEVEN M",DETECTIVE 2ND GRADE,CHIEF OF DEPARTMENT,4903,1/10/2005,133,4
18259,"MCNEECE, SHARNELL N",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,4653,7/2/2018,14,0
18260,"MCNEECE, WILLIAM G",LIEUTENANT,TRANSIT DISTRICT 32,,7/9/2007,106,8
18261,"MCNEELEY, JOHN R",POLICE OFFICER,075 PRECINCT,25035,1/31/2006,70,1
18262,"MCNEELY, CHRISTOPHER G",DETECTIVE 3RD GRADE,013 DET SQUAD,7853,1/9/2013,175,0
18263,"MCNEELY, THOMAS L",POLICE OFFICER,RTS RECRUITS,28689,12/29/2021,0,0
18264,"MCNEIL, DEZAVON",POLICE OFFICER,TRANSIT DISTRICT 11,14685,1/6/2016,30,3
18265,"MCNEIL, ROBERT J",POLICE OFFICER,OPERATIONS UNIT,28366,1/10/2018,23,0
18266,"MCNEILL, JOSEPH A",LIEUTENANT,CHARACTER ASSESSMENT SECTION,,7/28/1994,139,14
18267,"MCNEILL, ROBERT H",POLICE OFFICER,STRATEGIC RESP GRP 3 BROOKLYN,21758,7/9/2013,34,0
18268,"MCNELIS, MICHAEL J",DETECTIVE 3RD GRADE,DA SQUAD QUEENS,1232,12/8/1997,461,6
18269,"MCNELLIS, BRIAN T",DETECTIVE 3RD GRADE,DA SQ NY COUNTY,5286,7/1/2002,492,18
18270,"MCNEVIN, JOHN P",CAPTAIN,CONTRACT ADMIN PROCUREMENT DIVISION,,1/10/2007,54,1
18271,"MCNICHOL, STEVEN T",POLICE OFFICER,120 PRECINCT,17099,1/7/2015,44,0
18272,"MCNICHOLL, KEITH M",DETECTIVE 3RD GRADE,WARRANT SECTION,3330,1/9/2013,107,4
18273,"MCNICHOLL, ROBERT A",DETECTIVE 3RD GRADE,INTEL CIS FIO PROGRAM,3894,7/6/2010,355,5
18274,"MCNISH, KWAME K",POLICE OFFICER,066 PRECINCT,26301,2/24/2021,4,0
18275,"MCNULTY, DONALD F",DETECTIVE 2ND GRADE,CRIMINAL INTELLIGENCE SECTION,669,7/8/2008,92,2
18276,"MCPARTLAN, ALAN J",POLICE OFFICER,WORLD TRADE CENTER COMMAND,23257,7/6/2011,59,1
18277,"MCPHATTER, QURAN M",POLICE OFFICER,072 PRECINCT,8855,1/10/2005,120,1
18278,"MCPHATTER, TYSHAY E",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,24821,1/6/2020,9,0
18279,"MCPHEE, MICHAEL A",POLICE OFFICER,TRANSIT DISTRICT 34,3807,7/11/2005,358,1
18280,"MCPHERSON, CLINT A",DEPUTY CHIEF,FAMILY ASSISTANCE SECTION,,1/18/1993,212,15
18281,"MCPHERSON, NICHOLAS R",POLICE OFFICER,009 PRECINCT,21212,7/1/2019,22,0
18282,"MCQUAIL, NICHOLAS P",POLICE OFFICER,INTEL CIS FIO PROGRAM,24018,1/4/2017,188,4
18283,"MCQUILLAN, KAYLA M",POLICE OFFICER,113 PRECINCT,12978,7/2/2018,72,0
18284,"MCQUILLEN, MATTHEW",POLICE OFFICER,072 PRECINCT,23576,11/2/2020,14,0
18285,"MCRAE, JASPER",POLICE OFFICER,STRATEGIC RESP GRP 2 BRONX,28953,8/1/1991,183,5
18286,"MCRAE, RASHAD A",POLICE OFFICER,040 PRECINCT,18359,7/8/2015,34,0
18287,"MCREDMOND, JESSE L",POLICE OFFICER,FIREARMS & TACTICS SECTION,21581,1/10/2007,290,4
18288,"MCRORIE, JESSICA M",LIEUTENANT,DEP COMM PUBLIC INFORMATION,,7/11/2005,58,1
18289,"MCSHEA, MICHAEL M",POLICE OFFICER,060 PRECINCT,19033,1/10/2005,95,1
18290,"MCSHERRY, JAMES P",SERGEANT,PBBN PUBLIC SAFETY TEAMS,3934,7/10/2006,263,32
18291,"MCSPEDON, KEVIN",POLICE OFFICER,048 PRECINCT,24156,1/4/2017,45,0
18292,"MCSWEENEY, BRIAN G",DETECTIVE 2ND GRADE,DRUG ENFORCEMENT TASK FORCE,3038,7/1/2002,738,3
18293,"MCSWEENEY, GARRETT M",POLICE OFFICER,POLICE ACADEMY,9319,1/14/2009,72,4
18294,"MCTAGUE, MADELYN G",DETECTIVE 1ST GRADE,PUBLIC SECURITY SECTION,7362,8/31/1998,75,4
18295,"MCTEAR, CHANTAL M",POLICE OFFICER,RTS RECRUITS,30570,12/29/2021,0,0
18296,"MCVEIGH, BRENDAN J",DETECTIVE 3RD GRADE,009 DET SQUAD,1699,7/8/2015,186,13
18297,"MCVICAR, WILLIAM H",POLICE OFFICER,014 PCT-MIDTOWN SO. PCT,23181,1/6/2020,33,0
18298,"MCWHORTER, DARNELL R",POLICE OFFICER,024 PRECINCT,22522,11/2/2020,19,0
18299,"MEADE, DANIEL J",SERGEANT,111TH DET SQUAD,3369,7/6/2010,108,2
18300,"MEADE, LOUIS",SGT DET SQUAD,INTEL CIS FIO PROGRAM,2583,7/11/2005,447,4
18301,"MEADE, MELIZA M",SERGEANT,QS EVIDENCE COLLECTION TEAM,2242,1/20/2004,110,3
18302,"MEADE, SEAN",DETECTIVE 3RD GRADE,115TH DET SQUAD,1095,7/10/2006,578,9
18303,"MEADE, SHREEGANESH R",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,867,7/6/2010,306,3
18304,"MEADOWS, JOWAYNE D",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,8358,10/18/2017,14,0
18305,"MEADOWS, NICHOLE J",POLICE OFFICER,049 PRECINCT,10353,7/11/2012,57,0
18306,"MEAGHER, JEFFREY S",SERGEANT,063 PRECINCT,4300,1/9/2012,64,3
18307,"MEANEY, DANIEL J",POLICE OFFICER,018 PCT-MIDTOWN NO. PCT,9510,1/10/2005,71,1
18308,"MEANEY, TERENCE J",POLICE OFFICER,018 PCT-MIDTOWN NO. PCT,21585,10/7/2019,8,0
18309,"MEANEY, THOMAS J",POLICE OFFICER,014 PCT-MIDTOWN SO. PCT,22163,10/11/2016,79,5
18310,"MEANS, TIFFANI C",POLICE OFFICER,121 PRECINCT,24351,1/3/2019,12,0
18311,"MEBLIN, DANIEL J",POLICE OFFICER,001 PRECINCT,8367,10/18/2017,52,3
18312,"MECCA, NANCY T",DETECTIVE 3RD GRADE,CRIME SCENE UNIT,2263,1/10/2005,74,2
18313,"MECHMANN, JOHN R",POLICE OFFICER,052 PRECINCT,23249,11/2/2020,11,0
18314,"MEDE, CLAUDE",DETECTIVE 3RD GRADE,NARC BORO BRONX,3751,7/11/2005,884,1
18315,"MEDEFINDT, KEVIN M",DETECTIVE 1ST GRADE,PATROL BORO STATEN ISLAND,7002,7/7/1999,50,3
18316,"MEDERO, ANTHONY",POLICE OFFICER,084 PRECINCT,7849,7/10/2006,59,0
18317,"MEDEROS, TYRONE",POLICE OFFICER,049 PRECINCT,6544,7/1/2004,44,0
18318,"MEDINA, ANDREA J",POLICE OFFICER,083 PRECINCT,28779,12/29/2020,16,0
18319,"MEDINA, ANTHONY A",POLICE OFFICER,081 PRECINCT,11553,7/9/2013,78,5
18320,"MEDINA, ANTHONY J",POLICE OFFICER,023 PRECINCT,21574,1/9/2012,79,0
18321,"MEDINA, ARLEEN",POLICE OFFICER,PB PAID DETAIL UNIT,29844,7/1/2003,42,0
18322,"MEDINA, BERCIDES A",POLICE OFFICER,077 PRECINCT,14320,7/9/2013,135,2
18323,"MEDINA, BRIGETTE E",DETECTIVE 3RD GRADE,047 DET SQUAD,3338,1/8/2014,148,3
18324,"MEDINA, CARLOS J",LIEUTENANT,PATROL SERVICES BUREAU,,7/10/2006,117,8
18325,"MEDINA, CHRISTIAN A",POLICE OFFICER,TRANSIT DISTRICT 1,12981,7/2/2018,2,0
18326,"MEDINA, CHRISTOPHER",POLICE OFFICER,HOUSING PSA 7,2088,1/9/2012,140,2
18327,"MEDINA, DANNY",POLICE OFFICER,050 PRECINCT,23615,1/7/2008,181,1
18328,"MEDINA, DESIREE E",DETECTIVE 3RD GRADE,069 DET SQUAD,1712,1/6/2016,90,4
18329,"MEDINA, ELIZABETH A",POLICE OFFICER,078 PRECINCT,2292,7/6/2010,58,0
18330,"MEDINA, FELIX J",DETECTIVE 3RD GRADE,CRIMINAL INTELLIGENCE SECTION,3896,7/11/2005,258,2
18331,"MEDINA, FRANCIS F",POLICE OFFICER,018 PCT-MIDTOWN NO. PCT,26461,2/24/2021,8,0
18332,"MEDINA, GERPPY G",SERGEANT,HOUSING INVESTIGATIONS UNIT,3252,7/1/2002,102,0
18333,"MEDINA, GUSTAVO A",DETECTIVE 3RD GRADE,FIREARMS SUPPRESSION SECTION,7516,7/10/2006,560,1
18334,"MEDINA, HERBERT J",DETECTIVE 3RD GRADE,RTCC SOCIAL MEDIA ANALYSIS & RESEARCH TEAM,602,1/10/2007,487,8
18335,"MEDINA, JAMES V",POLICE OFFICER,MAN COURT SECTION,9905,1/9/2006,19,0
18336,"MEDINA, JASSON",POLICE OFFICER,052 PRECINCT,3715,10/12/2021,1,0
18337,"MEDINA, JOANNA",SERGEANT,009 PRECINCT,2296,1/7/2008,133,1
18338,"MEDINA, JOEL A",POLICE OFFICER,033 PRECINCT,16646,4/15/2019,40,1
18339,"MEDINA, JOEL R",SERGEANT,MAN COURT SECTION,4334,7/1/2004,276,0
18340,"MEDINA, JOHNMICHAEL B",POLICE OFFICER,046 PRECINCT,2074,11/2/2020,26,0
18341,"MEDINA, JONATHAN J",POLICE OFFICER,105 PRECINCT,22034,10/11/2016,87,1
18342,"MEDINA, JONATHAN L",POLICE OFFICER,HOUSING PSA 1,13216,7/9/2014,36,4
18343,"MEDINA, JOSEPH A",POLICE OFFICER,023 PRECINCT,14432,4/15/2019,17,0
18344,"MEDINA, JOSEPH L",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,9364,7/6/2011,26,5
18345,"MEDINA, JUAN",POLICE OFFICER,032 PRECINCT,5939,1/9/2006,87,0
18346,"MEDINA, JUAN C",POLICE OFFICER,046 PRECINCT,5138,12/29/2020,25,0
18347,"MEDINA, KEVIN",DETECTIVE 1ST GRADE,POLICE COMMISSIONER,2167,3/1/2000,379,1
18348,"MEDINA, KEVIN R",POLICE OFFICER,RTS RECRUITS,31066,12/29/2021,0,0
18349,"MEDINA, KIRSY",POLICE OFFICER,HOUSING PSA 5,15894,7/1/2019,19,0
18350,"MEDINA, LUIS N",POLICE OFFICER,043 PRECINCT,6146,7/2/2018,36,0
18351,"MEDINA, MARILYN",POLICE OFFICER,077 PRECINCT,5747,10/15/2021,0,0
18352,"MEDINA, MARILYN",LIEUTENANT,CANDIDATE ASSESSMENT DIVISION,,7/1/2004,12,0
18353,"MEDINA, MARISSA",POLICE OFFICER,023 PRECINCT,2447,10/12/2021,0,0
18354,"MEDINA, MATTHEW",POLICE OFFICER,025 PRECINCT,18249,7/9/2014,71,1
18355,"MEDINA, MICHAEL",DETECTIVE 3RD GRADE,005 DET SQUAD,5283,7/2/2001,311,14
18356,"MEDINA, MICHAELANGELO S",POLICE OFFICER,HEADQUARTERS SECURITY UNIT,8400,7/9/2007,93,1
18357,"MEDINA, NEFTALI",DETECTIVE 3RD GRADE,OPERATIONS & ANALYSIS SECTION,3346,7/11/2005,259,29
18358,"MEDINA, NELSON",POLICE OFFICER,TB ANTI TERRORISM UNIT,6521,7/1/2002,393,2
18359,"MEDINA, NELSON A",POLICE OFFICER,BROOKLYN COURT SECTION,22851,1/7/2008,140,1
18360,"MEDINA, NICHOLAS A",POLICE OFFICER,113 PRECINCT,24747,7/7/2021,20,0
18361,"MEDINA, OMAR A",DETECTIVE 3RD GRADE,081 DET SQUAD,4077,1/20/2004,327,1
18362,"MEDINA, OSBEL",POLICE OFFICER,CRITICAL RESPONSE COMMAND,7778,7/8/2008,210,1
18363,"MEDINA, PEDRO",POLICE OFFICER,HOUSING PSA 5,17226,7/8/2015,39,1
18364,"MEDINA, PEEWEE P",POLICE OFFICER,TRANSIT DISTRICT 30,22341,7/6/2011,127,3
18365,"MEDINA, PETER R",POLICE OFFICER,047 PRECINCT,20731,7/8/2015,26,1
18366,"MEDINA, SAMANTHA A",POLICE OFFICER,090 PRECINCT,11693,1/6/2016,77,1
18367,"MEDINA, STEPHANIE A",POLICE OFFICER,HOUSING PSA 5,13531,10/7/2015,24,0
18368,"MEDINA, STERLING N",POLICE OFFICER,QUARTERMASTER SECTION,6806,10/18/2017,55,0
18369,"MEDINA, TOMAS E",LIEUTENANT,STRATEGIC RESP GRP 2 BRONX,,7/1/2004,79,2
18370,"MEDINA, VANESA D",DETECTIVE 3RD GRADE,STATEN ISLAND SPECIAL VICTIMS SQUAD,783,1/6/2016,57,4
18371,"MEDINA, VICTOR M",POLICE OFFICER,TRANSIT DISTRICT 12,17389,7/8/2015,18,0
18372,"MEDINA, WILFREDO",POLICE OFFICER,028 PRECINCT,25959,1/3/2019,22,0
18373,"MEDINA, XIOMARA",SERGEANT,026 PRECINCT,4972,7/11/2012,113,5
18374,"MEDINA, YESSELL A",POLICE OFFICER,043 PRECINCT,12465,7/10/2006,279,1
18375,"MEDINA, YURIDIA",POLICE OFFICER,MEDICAL DIVISION,19938,7/8/2015,40,0
18376,"MEDINAASENSIO, ANGEL L",POLICE OFFICER,042 PRECINCT,28870,1/6/2020,16,0
18377,"MEDINARAMOS, FARRY A",POLICE OFFICER,HOUSING PSA 5,11763,1/8/2014,290,6
18378,"MEDNICK, STEVEN M",POLICE OFFICER,WARRANT SECTION,6186,7/5/2017,204,0
18379,"MEDRANO, CRISTIAN N",POLICE OFFICER,048 PRECINCT,19380,1/4/2017,42,0
18380,"MEDRANO, DAVID",POLICE OFFICER,STRATEGIC RESPONSE GROUP,5800,1/10/2005,422,18
18381,"MEDRANO, JENNIFER A",POLICE OFFICER,024 PRECINCT,5972,12/29/2020,14,0
18382,"MEDRANO, MYLENE J",LIEUTENANT,026 PRECINCT,,1/10/2005,42,0
18383,"MEDRANO, RAFAEL A",SGT SPECIAL ASSIGN,COD DOMESTIC VIOLENCE UNIT,5416,7/18/2007,57,2
18384,"MEDRANO, ROBERTO C",POLICE OFFICER,HOUSING PSA 2,2451,7/9/2013,20,2
18385,"MEDVEDEV, VADIM",POLICE OFFICER,067 PRECINCT,18204,7/8/2015,19,0
18386,"MEE, NIKKI A",POLICE OFFICER,INFO TECHNOLOGY SERVICES DIV,30891,7/11/2012,41,1
18387,"MEEGAN, PETER P",POLICE OFFICER,088 PRECINCT,15554,4/15/2019,13,0
18388,"MEEHAN, BRENDAN S",SERGEANT,NARC BORO QUEENS SOUTH,3829,7/1/2003,157,8
18389,"MEEHAN, CHRISTINA M",DETECTIVE 3RD GRADE,CRIME SCENE UNIT,6445,1/31/2006,76,1
18390,"MEEHAN, JUSTIN M",POLICE OFFICER,122 PRECINCT,25009,1/10/2005,106,1
18391,"MEEHAN, NEIL M",POLICE OFFICER,123 PRECINCT,3748,1/10/2005,627,0
18392,"MEEHAN, TYMON",LIEUTENANT,MEDICAL DIVISION,,7/9/2007,53,9
18393,"MEEKER, JOSEPH D",DETECTIVE 3RD GRADE,TECH. ASSIST. & RESPONSE UNIT,2667,1/8/2014,51,5
18394,"MEEMS, MICHAEL C",LIEUTENANT,076 PRECINCT,,7/6/2010,40,1
18395,"MEEMS, WILLIAM R",POLICE OFFICER,120 PRECINCT,2992,7/9/2007,96,2
18396,"MEENAGH, JEFFREY G",DETECTIVE 1ST GRADE,040 DET SQUAD,5682,4/12/1985,"1,944",3
18397,"MEGALE, JASON H",CAPTAIN,IAB GROUP 12,,8/31/1998,39,1
18398,"MEHAJ, IMER",SERGEANT,MS CRIME ANALYSIS UNIT,5295,1/9/2006,386,0
18399,"MEHER, ABDULLAH A",POLICE OFFICER,013 PRECINCT,26274,7/7/2021,7,0
18400,"MEHIRDEL, FIRDAUS A",SERGEANT,HOUSING PSA 2,2881,7/6/2011,133,1
18401,"MEHMEDOVIC, MIRIAM",POLICE OFFICER,TRANSIT DISTRICT 34,30084,1/9/2013,56,0
18402,"MEHMOOD, ZAHID",SERGEANT,RTCC INVESTIGATIVE SUPPORT SEC,4774,1/10/2005,276,38
18403,"MEHOVIC, LINDA",POLICE OFFICER,033 PRECINCT,27344,1/7/2008,78,1
18404,"MEHR, DANIEL G",POLICE OFFICER,114 PRECINCT,6486,10/24/2018,30,0
18405,"MEHTA, TIMOTHY V",SGT DET SQUAD,PUBLIC SECURITY SECTION,2669,10/15/1990,83,17
18406,"MEI, ALAN",POLICE OFFICER,HOUSING PSA 1,19312,7/1/2019,9,0
18407,"MEI, FRANCESCO A",POLICE OFFICER,121 PRECINCT,20930,10/12/2021,0,0
18408,"MEI, GARY",POLICE OFFICER,COURT MONITORING UNIT 1 (MAN/BK/SI),14893,7/13/2016,30,1
18409,"MEI, KEVIN",POLICE OFFICER,005 PRECINCT,12726,7/2/2018,59,0
18410,"MEI, KEVIN J",POLICE OFFICER,TRANSIT DISTRICT 33,3996,1/6/2020,4,0
18411,"MEI, NANCY",POLICE OFFICER,078 PRECINCT,17866,11/2/2020,6,0
18412,"MEI, PHILIP",POLICE OFFICER,068 PRECINCT,16715,1/6/2016,75,4
18413,"MEI, WILLIAM",POLICE OFFICER,TRANSIT DISTRICT 33,18171,1/6/2016,40,1
18414,"MEIKLE, MATTHEW P",POLICE OFFICER,077 PRECINCT,28167,7/7/2021,7,0
18415,"MEILINK, RICHARD C",POLICE OFFICER,STRATEGIC RESP GRP 4 QUEENS,23704,7/11/2012,109,0
18416,"MEISENHOLDER, MICHAEL P",SGT SPECIAL ASSIGN,CHIEF OF DEPARTMENT,2391,7/15/2005,117,0
18417,"MEISNER, CHRISTINE A",POLICE OFFICER,109 PRECINCT,7812,4/12/2017,67,1
18418,"MEISNER, KEITH A",POLICE OFFICER,HOUSING PSA 3,7069,4/12/2017,35,0
18419,"MEISTER, MATTHEW J",DETECTIVE SPECIALIST,EMER SERV SQ 02,4410,1/9/2012,48,1
18420,"MEJIA, ANYELY D",POLICE OFFICER,009 PRECINCT,14763,7/7/2021,5,0
18421,"MEJIA, DARWIN J",POLICE OFFICER,TRANSIT DISTRICT 1,5008,7/6/2011,100,5
18422,"MEJIA, DAVID T",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,17053,1/6/2016,113,9
18423,"MEJIA, DOMINIT A",SERGEANT,PATROL SERVICES BUREAU,1810,1/7/2008,267,0
18424,"MEJIA, EDWIN",POLICE OFFICER,TRANSIT DISTRICT 3,30071,1/10/2005,238,0
18425,"MEJIA, EMILIO C",POLICE OFFICER,026 PRECINCT,2846,10/12/2021,0,0
18426,"MEJIA, EMMANUEL C",POLICE OFFICER,RTS RECRUITS,31356,12/29/2021,0,0
18427,"MEJIA, GERSON H",POLICE OFFICER,007 PRECINCT,30139,7/1/2002,136,2
18428,"MEJIA, GLORIA P",POLICE OFFICER,110 PRECINCT,8816,7/11/2005,128,0
18429,"MEJIA, HAROLD R",POLICE OFFICER,048 PRECINCT,9694,7/9/2013,258,1
18430,"MEJIA, HEMIL C",POLICE OFFICER,023 PRECINCT,18704,4/28/2021,7,0
18431,"MEJIA, JOHN C",POLICE OFFICER,TRANSIT DISTRICT 34,5276,1/10/2018,8,0
18432,"MEJIA, JOHN S",SGT DET SQUAD,NARC BORO MANHATTAN NORTH,1253,7/2/2001,219,9
18433,"MEJIA, JORGE A",POLICE OFFICER,TRANSIT DISTRICT 11,17102,1/7/2015,81,0
18434,"MEJIA, JOSE L",POLICE OFFICER,100 PRECINCT,21146,7/1/2004,196,0
18435,"MEJIA, LEANA P",POLICE OFFICER,070 PRECINCT,9571,10/7/2015,58,0
18436,"MEJIA, LUIS M",POLICE OFFICER,HOUSING PSA 5,14653,3/1/2000,172,2
18437,"MEJIA, PAUL",POLICE OFFICER,084 PRECINCT,18433,7/6/2011,39,2
18438,"MEJIA, RAMON A",POLICE OFFICER,044 PRECINCT,16973,1/7/2015,113,0
18439,"MEJIA, RONNIE",DETECTIVE 3RD GRADE,010 DET SQUAD,1354,7/6/2010,337,5
18440,"MEJIA, RUBEN D",POLICE OFFICER,TRANSIT DISTRICT 3,12422,7/11/2012,78,0
18441,"MEJIA, TANIA",POLICE OFFICER,052 PRECINCT,26875,10/7/2019,26,0
18442,"MEJIA, URSZULA",POLICE OFFICER,084 PRECINCT,30322,7/1/2003,98,2
18443,"MEJIA, WILMAR",DETECTIVE 3RD GRADE,AC ZONE I QUEENS/BKLYN/S.I.,3154,7/1/2003,303,7
18444,"MEJIA, YEURIS R",DETECTIVE 3RD GRADE,INTEL CIS FIO PROGRAM,3936,1/10/2005,566,52
18445,"MEJIACOLLADO, ROSALYNN",DETECTIVE 3RD GRADE,RTCC SOCIAL MEDIA ANALYSIS & RESEARCH TEAM,6588,10/10/2000,57,1
18446,"MEJIAMOREL, BRIAN J",POLICE OFFICER,067 PRECINCT,22270,10/7/2019,18,0
18447,"MEJIAS, SAMUEL",POLICE OFFICER,INFO TECHNOLOGY SERVICES DIV,25898,1/7/2008,94,0
18448,"MEJIAVASQUEZ, MARLENY",POLICE OFFICER,TRANSIT BORO MANHATTAN,3106,10/12/2021,0,0
18449,"MEKA, ROBERT",POLICE OFFICER,078 PRECINCT,19447,1/10/2007,67,0
18450,"MEKULI, VERA V",POLICE OFFICER,044 PRECINCT,26174,2/24/2021,13,0
18451,"MELARA, CLAUDIA K",POLICE OFFICER,044 PRECINCT,28965,7/1/2004,90,0
18452,"MELE, ANGELO J",POLICE OFFICER,049 PRECINCT,18101,10/15/2021,0,0
18453,"MELE, CHRISTIAN P",POLICE OFFICER,MEDICAL DIVISION,29333,1/10/2018,36,0
18454,"MELE, EVAN C",POLICE OFFICER,001 PRECINCT,4939,1/9/2012,39,0
18455,"MELE, JOSEPH A",POLICE OFFICER,071 PRECINCT,5751,10/15/2021,0,0
18456,"MELEK, SAMUEL",POLICE OFFICER,078 PRECINCT,27838,7/7/2021,1,0
18457,"MELENCIANO, AIMEE J",POLICE OFFICER,STRATEGIC RESP GRP 2 BRONX,20345,7/1/2002,141,1
18458,"MELENDEZ, AMANDA M",SERGEANT,112 PRECINCT,2576,1/11/2010,173,2
18459,"MELENDEZ, ANGEL M",SGT DET SQUAD,NARC BORO STATEN ISLAND MAJOR CASE UNIT,3315,1/10/2005,244,6
18460,"MELENDEZ, ANTHONY N",SERGEANT,044 PRECINCT,3331,1/10/2005,65,0
18461,"MELENDEZ, CARLOS O",SERGEANT,TRANSIT DISTRICT 2,2907,7/10/2006,128,0
18462,"MELENDEZ, CARMELO",SERGEANT,PROPERTY CLERK DIV,4361,7/1/2004,117,2
18463,"MELENDEZ, DAVID F",POLICE OFFICER,102 PRECINCT,4449,4/25/2018,20,0
18464,"MELENDEZ, DENISE",DETECTIVE SPECIALIST,052 PRECINCT,2635,7/1/2004,525,10
18465,"MELENDEZ, EMILIO",CAPTAIN,050 PRECINCT,,10/15/1990,163,48
18466,"MELENDEZ, FELIX E",POLICE OFFICER,070 PRECINCT,21834,10/7/2015,92,1
18467,"MELENDEZ, GIOVANNI",POLICE OFFICER,044 PRECINCT,1557,7/6/2010,86,0
18468,"MELENDEZ, ILLIANA M",POLICE OFFICER,001 PRECINCT,27757,1/6/2020,22,0
18469,"MELENDEZ, JASON",POLICE OFFICER,030 PRECINCT,14444,1/9/2006,137,12
18470,"MELENDEZ, JASON",POLICE OFFICER,TRANSIT DISTRICT 12,11198,7/11/2005,352,3
18471,"MELENDEZ, JASON I",POLICE OFFICER,PBQN CITI FIELD DETAIL,22298,7/11/2012,186,0
18472,"MELENDEZ, JEREMY",POLICE OFFICER,083 PRECINCT,3442,10/12/2021,0,0
18473,"MELENDEZ, JOSE D",POLICE OFFICER,UNIFORMED OPERATIONS UNIT,30051,7/1/2003,306,3
18474,"MELENDEZ, KENNETH J",DETECTIVE SPECIALIST,090 PRECINCT,4825,7/6/2010,62,4
18475,"MELENDEZ, LUIS P",POLICE OFFICER,078 PRECINCT,17507,7/8/2015,40,2
18476,"MELENDEZ, MATTHEW",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,16283,1/6/2016,67,0
18477,"MELENDEZ, MATTHEW",POLICE OFFICER,077 PRECINCT,18332,7/9/2013,60,3
18478,"MELENDEZ, MICHAEL G",SGT DET SQUAD,GVSD JOINT FIREARMS TASK FORCE,180,7/10/2006,307,18
18479,"MELENDEZ, MIGUEL A",POLICE OFFICER,QNS COURT SECTION,10581,7/6/2010,243,2
18480,"MELENDEZ, NESTOR J",POLICE OFFICER,043 PRECINCT,27559,1/9/2013,73,0
18481,"MELENDEZ, OSCAR Y",POLICE OFFICER,CROWD MANAGEMENT UNIT,26695,1/31/2006,95,2
18482,"MELENDEZ, PAUL M",LIEUTENANT,066 DET SQUAD,,7/10/2006,75,3
18483,"MELENDEZ, PAUL M",DETECTIVE 3RD GRADE,STATEN ISLAND OPER NIGHT WATCH,6997,7/1/2004,271,6
18484,"MELENDEZ, RAFAEL",POLICE OFFICER,030 PRECINCT,30529,1/10/2018,60,1
18485,"MELENDEZ, ROBERTO",CAPTAIN,QUEENS WARRANT SQD,,4/30/1991,99,17
18486,"MELENDEZ, SANDRA J",POLICE OFFICER,079 PRECINCT,22447,1/9/2006,123,0
18487,"MELENDEZ, SERGIO",POLICE OFFICER,103 PRECINCT,17719,1/10/2007,58,4
18488,"MELENDEZ, SHANTAL A",POLICE OFFICER,024 PRECINCT,15700,7/5/2017,84,0
18489,"MELENDEZ, YILSON E",SERGEANT,INTERNAL AFFAIRS BUREAU,5582,1/11/2010,212,17
18490,"MELEXENIS, JORDAN G",DETECTIVE 3RD GRADE,INTERNAL AFFAIRS BUREAU,6565,7/8/2015,43,3
